precip,temp,hail,area-damaged,severity,seed-tmt,germination,plant-growth,leaves,leafspots-halo,leafspot-size,leaf-malf,leaf-mild,stem,canker-lesion,fruiting-bodies,external-decay,int-discolor,fruit-pods,seed,roots,class
gt-norm,gt-norm,yes,whole-field,pot-severe,none,90-100,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,abnorm,norm,diaporthe-pod-&-stem-blight
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,lt-norm,yes,scattered,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,present,absent,abnorm,dna,absent,absent,none,dna,norm,rotted,herbicide-injury
gt-norm,lt-norm,yes,whole-field,pot-severe,none,80-89,abnorm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,dna,norm,rotted,herbicide-injury
gt-norm,lt-norm,yes,scattered,pot-severe,none,80-89,abnorm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,dna,norm,rotted,herbicide-injury
gt-norm,lt-norm,yes,whole-field,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,present,absent,abnorm,dna,absent,absent,none,dna,norm,rotted,herbicide-injury
gt-norm,norm,yes,scattered,pot-severe,none,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,brown,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
gt-norm,norm,yes,scattered,severe,fungicide,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,dna,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
gt-norm,norm,yes,scattered,severe,none,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,brown,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
gt-norm,norm,yes,scattered,pot-severe,none,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,dna,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
gt-norm,norm,yes,scattered,pot-severe,none,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,dna,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
gt-norm,norm,yes,scattered,pot-severe,fungicide,90-100,abnorm,abnorm,absent,dna,absent,absent,abnorm,dna,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
gt-norm,norm,yes,low-areas,pot-severe,fungicide,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,dna,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,dna,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
gt-norm,norm,yes,scattered,pot-severe,fungicide,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,dna,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
gt-norm,norm,yes,scattered,pot-severe,fungicide,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,brown,present,firm-and-dry,none,norm,norm,norm,diaporthe-stem-canker
lt-norm,norm,yes,whole-field,pot-severe,fungicide,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
lt-norm,gt-norm,yes,upper-areas,pot-severe,none,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
lt-norm,gt-norm,yes,whole-field,pot-severe,fungicide,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
lt-norm,gt-norm,yes,upper-areas,pot-severe,none,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
lt-norm,gt-norm,no,upper-areas,pot-severe,none,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
lt-norm,gt-norm,no,upper-areas,pot-severe,none,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
lt-norm,gt-norm,no,whole-field,pot-severe,fungicide,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
lt-norm,gt-norm,no,upper-areas,pot-severe,none,90-100,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
lt-norm,gt-norm,no,whole-field,pot-severe,fungicide,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
lt-norm,gt-norm,no,whole-field,pot-severe,fungicide,90-100,abnorm,abnorm,absent,dna,absent,absent,abnorm,tan,absent,absent,black,norm,norm,norm,charcoal-rot
gt-norm,lt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,norm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,rotted,rhizoctonia-root-rot
gt-norm,lt-norm,yes,low-areas,severe,none,lt-80,abnorm,norm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,norm,rhizoctonia-root-rot
gt-norm,lt-norm,yes,low-areas,pot-severe,fungicide,80-89,abnorm,norm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,norm,rhizoctonia-root-rot
gt-norm,lt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,norm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,norm,rhizoctonia-root-rot
gt-norm,lt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,norm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,norm,rhizoctonia-root-rot
gt-norm,lt-norm,yes,low-areas,severe,none,80-89,abnorm,norm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,norm,rhizoctonia-root-rot
gt-norm,lt-norm,yes,low-areas,pot-severe,none,lt-80,abnorm,norm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,norm,rhizoctonia-root-rot
gt-norm,lt-norm,no,low-areas,severe,none,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,norm,rhizoctonia-root-rot
gt-norm,lt-norm,yes,low-areas,pot-severe,fungicide,80-89,abnorm,norm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,norm,rhizoctonia-root-rot
gt-norm,lt-norm,yes,low-areas,severe,none,lt-80,abnorm,norm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,dna,norm,norm,rhizoctonia-root-rot
norm,lt-norm,yes,low-areas,severe,none,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,absent,none,dna,norm,norm,phytophthora-rot
gt-norm,lt-norm,yes,low-areas,pot-severe,fungicide,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,absent,none,dna,norm,norm,phytophthora-rot
gt-norm,norm,no,low-areas,severe,fungicide,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,dna,norm,norm,phytophthora-rot
gt-norm,norm,no,whole-field,pot-severe,fungicide,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,dna,norm,norm,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,watery,none,norm,norm,rotted,phytophthora-rot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,absent,none,norm,norm,rotted,phytophthora-rot
lt-norm,lt-norm,no,scattered,severe,none,90-100,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
norm,lt-norm,no,upper-areas,pot-severe,fungicide,80-89,abnorm,norm,absent,dna,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,lt-norm,no,upper-areas,severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,no,scattered,pot-severe,none,90-100,abnorm,abnorm,no-yellow-halos,dna,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,no,low-areas,pot-severe,fungicide,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
norm,lt-norm,no,upper-areas,severe,none,lt-80,abnorm,norm,absent,dna,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,gt-norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,yes,scattered,pot-severe,fungicide,90-100,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,yes,upper-areas,pot-severe,fungicide,80-89,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
norm,lt-norm,yes,scattered,severe,none,lt-80,abnorm,norm,absent,dna,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
norm,norm,yes,whole-field,severe,none,90-100,abnorm,norm,absent,dna,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,lt-norm,yes,upper-areas,severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
norm,lt-norm,yes,whole-field,pot-severe,fungicide,lt-80,abnorm,norm,absent,dna,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
norm,lt-norm,yes,low-areas,pot-severe,fungicide,90-100,abnorm,norm,absent,dna,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
norm,norm,yes,whole-field,pot-severe,fungicide,80-89,abnorm,norm,absent,dna,absent,absent,abnorm,tan,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,gt-norm,yes,scattered,pot-severe,none,lt-80,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,yes,upper-areas,pot-severe,fungicide,80-89,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,yes,whole-field,pot-severe,none,90-100,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,gt-norm,yes,scattered,pot-severe,fungicide,90-100,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,norm,yes,scattered,pot-severe,none,90-100,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,gt-norm,yes,upper-areas,pot-severe,fungicide,80-89,norm,abnorm,absent,dna,absent,absent,abnorm,dna,absent,absent,brown,norm,norm,norm,brown-stem-rot
lt-norm,lt-norm,no,scattered,minor,none,90-100,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
norm,norm,no,low-areas,pot-severe,fungicide,80-89,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
gt-norm,lt-norm,no,upper-areas,minor,none,lt-80,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
lt-norm,norm,no,whole-field,pot-severe,none,90-100,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
norm,lt-norm,no,scattered,minor,none,80-89,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
norm,lt-norm,no,upper-areas,minor,fungicide,90-100,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
lt-norm,norm,yes,whole-field,pot-severe,fungicide,lt-80,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
norm,lt-norm,yes,scattered,minor,other,90-100,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
norm,lt-norm,yes,scattered,minor,none,80-89,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
lt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,absent,dna,absent,upper-surf,norm,dna,absent,absent,none,norm,norm,norm,powdery-mildew
gt-norm,lt-norm,no,upper-areas,pot-severe,none,80-89,norm,abnorm,yellow-halos,gt-1/8,absent,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,norm,no,whole-field,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,present,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,norm,no,scattered,pot-severe,none,80-89,norm,abnorm,yellow-halos,gt-1/8,absent,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,lt-norm,no,whole-field,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,norm,no,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,present,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,lt-norm,yes,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,present,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,gt-norm,yes,low-areas,pot-severe,fungicide,lt-80,norm,abnorm,yellow-halos,gt-1/8,absent,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,norm,yes,whole-field,minor,fungicide,lt-80,norm,abnorm,yellow-halos,gt-1/8,absent,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,norm,yes,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,lt-norm,yes,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,lower-surf,norm,dna,absent,absent,none,norm,abnorm,norm,downy-mildew
gt-norm,norm,yes,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,tan,present,firm-and-dry,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,other,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
norm,norm,no,upper-areas,pot-severe,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,gt-norm,no,low-areas,minor,other,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,absent,absent,none,diseased,norm,norm,brown-spot
norm,norm,yes,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,gt-norm,yes,low-areas,minor,fungicide,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
norm,norm,yes,upper-areas,pot-severe,other,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,gt-norm,yes,whole-field,minor,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,absent,absent,none,norm,norm,norm,brown-spot
